"111年02月25日 三大法人買賣超日報"
"證券代號" "證券名稱" "外陸資買進股數(不含外資自營商)" "外陸資賣出股數(不含外資自營商)" "外陸資買賣超股數(不含外資自營商)" "外資自營商買進股數" "外資自營商賣出股數" "外資自營商買賣超股數" "投信買進股數" "投信賣出股數" "投信買賣超股數" "自營商買賣超股數" "自營商買進股數(自行買賣)" "自營商賣出股數(自行買賣)" "自營商買賣超股數(自行買賣)" "自營商買進股數(避險)" "自營商賣出股數(避險)" "自營商買賣超股數(避險)" "三大法人買賣超股數"
="040849" "聯陽元大16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "739000" "0" "0" "0" "739000" "0" "739000" "739000"
"2388" "威盛            " "1623083" "878000" "745083" "0" "0" "0" "2000" "0" "2000" "-11999" "0" "3000" "-3000" "5001" "14000" "-8999" "735084"
="051554" "欣興元大19購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "734000" "0" "0" "0" "984000" "250000" "734000" "734000"
="08869P" "宏達電元富16售03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "727000" "0" "0" "0" "749000" "22000" "727000" "727000"
="040281" "飛宏元大13購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "725000" "0" "0" "0" "725000" "0" "725000" "725000"
="051666" "長榮統一19購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "725000" "0" "0" "0" "890000" "165000" "725000" "725000"
"2312" "金寶            " "2929000" "2282000" "647000" "0" "0" "0" "0" "0" "0" "75974" "12000" "8000" "4000" "147078" "75104" "71974" "722974"
="03159P" "長榮航元大15售15" "0" "0" "0" "0" "0" "0" "0" "0" "0" "717000" "0" "0" "0" "717000" "0" "717000" "717000"
="054693" "榮運群益16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "715000" "0" "0" "0" "1075000" "360000" "715000" "715000"
="050441" "長榮元大15購07  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "712000" "0" "0" "0" "717000" "5000" "712000" "712000"
="038173" "安集元大13購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "710000" "0" "0" "0" "783000" "73000" "710000" "710000"
="047068" "晶華群益16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "708000" "0" "0" "0" "990000" "282000" "708000" "708000"
="031420" "聯電凱基14購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "706000" "0" "0" "0" "706000" "0" "706000" "706000"
="030901" "大成鋼凱基14購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "706000" "0" "0" "0" "798000" "92000" "706000" "706000"
"6205" "詮欣            " "1811000" "1160000" "651000" "0" "0" "0" "0" "0" "0" "50000" "64002" "14002" "50000" "0" "0" "0" "701000"
="040424" "偉詮電凱基13購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "700000" "0" "0" "0" "700000" "0" "700000" "700000"
="042561" "華碩兆豐13購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "700000" "0" "0" "0" "700000" "0" "700000" "700000"
="054383" "聯發科凱基1C購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "697000" "0" "0" "0" "708000" "11000" "697000" "697000"
"2344" "華邦電          " "15140918" "14516298" "624620" "0" "0" "0" "517000" "1000" "516000" "-443903" "390063" "680000" "-289937" "50000" "203966" "-153966" "696717"
="03871P" "鴻海凱基17售10  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "696000" "0" "0" "0" "896000" "200000" "696000" "696000"
="062384" "T50反1凱基21購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "694000" "0" "0" "0" "1006000" "312000" "694000" "694000"
="050546" "聯陽永豐15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "687000" "0" "0" "0" "742000" "55000" "687000" "687000"
="057831" "萬海國泰18購06  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "683000" "0" "0" "0" "838000" "155000" "683000" "683000"
"4938" "和碩            " "4999122" "4550022" "449100" "0" "0" "0" "186000" "0" "186000" "44950" "7000" "18050" "-11050" "84000" "28000" "56000" "680050"
="052900" "漢唐元大15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "680000" "0" "0" "0" "680000" "0" "680000" "680000"
="054013" "南帝永豐15購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "671000" "0" "0" "0" "671000" "0" "671000" "671000"
="062758" "SGBR2X凱基1C購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "655000" "0" "0" "0" "1174000" "519000" "655000" "655000"
="064851" "榮運統一1C購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "647000" "0" "0" "0" "831000" "184000" "647000" "647000"
="057846" "景碩中信19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "642000" "0" "0" "0" "777000" "135000" "642000" "642000"
="047056" "台肥群益16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "641000" "0" "0" "0" "866000" "225000" "641000" "641000"
="03179P" "臺股指中信19售10" "0" "0" "0" "0" "0" "0" "0" "0" "0" "639000" "0" "0" "0" "685000" "46000" "639000" "639000"
="07516P" "臺股指麥證13售02" "0" "0" "0" "635000" "0" "635000" "0" "0" "0" "635000" "0" "0" "0" "635000" "0" "635000" "635000"
="050901" "華新元大15購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "634000" "0" "0" "0" "642000" "8000" "634000" "634000"
"6288" "聯嘉            " "794000" "176000" "618000" "0" "0" "0" "16000" "0" "16000" "0" "0" "0" "0" "0" "0" "0" "634000"
="062346" "松翰群益18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "632000" "0" "0" "0" "651000" "19000" "632000" "632000"
"3701" "大眾控          " "1674000" "1150000" "524000" "0" "0" "0" "0" "0" "0" "105519" "2000" "0" "2000" "116000" "12481" "103519" "629519"
="045482" "萬海元富15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "619000" "0" "0" "0" "669000" "50000" "619000" "619000"
="064552" "東鹼元大18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "613000" "0" "0" "0" "621000" "8000" "613000" "613000"
="03397P" "聯發科凱基19售04" "0" "0" "0" "0" "0" "0" "0" "0" "0" "608000" "0" "0" "0" "667000" "59000" "608000" "608000"
="04009P" "台積電元大18售14" "0" "0" "0" "0" "0" "0" "0" "0" "0" "605000" "0" "0" "0" "615000" "10000" "605000" "605000"
="054475" "欣興中信16購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "605000" "0" "0" "0" "806000" "201000" "605000" "605000"
="061267" "華航群益17購04  " "0" "1000" "-1000" "0" "0" "0" "0" "0" "0" "604000" "0" "0" "0" "819000" "215000" "604000" "603000"
="03347P" "臺股指群益17售06" "0" "0" "0" "0" "0" "0" "0" "0" "0" "602000" "0" "0" "0" "617000" "15000" "602000" "602000"
="043181" "聯陽元大13購06  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "600000" "0" "0" "0" "604000" "4000" "600000" "600000"
="048093" "興勤永豐14購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "600000" "0" "0" "0" "600000" "0" "600000" "600000"
="065092" "鴻海凱基18購11  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "599000" "0" "0" "0" "599000" "0" "599000" "599000"
="044591" "愛普凱基14購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "599000" "0" "0" "0" "599000" "0" "599000" "599000"
="057006" "燁輝群益16購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "599000" "0" "0" "0" "599000" "0" "599000" "599000"
"2504" "國產            " "1230000" "770000" "460000" "0" "0" "0" "0" "0" "0" "137905" "2" "2001" "-1999" "150000" "10096" "139904" "597905"
="061486" "景碩康和17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "592000" "0" "0" "0" "734000" "142000" "592000" "592000"
="04105P" "義隆元大18售01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "590000" "0" "0" "0" "605000" "15000" "590000" "590000"
="03709P" "臺股指元大19售13" "0" "0" "0" "0" "0" "0" "0" "0" "0" "589000" "0" "0" "0" "741000" "152000" "589000" "589000"
="052135" "陽明凱基15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "589000" "0" "0" "0" "1118000" "529000" "589000" "589000"
="046862" "T50反1中信16購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "587000" "0" "0" "0" "587000" "0" "587000" "587000"
="051305" "華邦電統一16購04" "0" "0" "0" "0" "0" "0" "0" "0" "0" "579000" "0" "0" "0" "579000" "0" "579000" "579000"
="03453P" "長榮航凱基16售19" "0" "0" "0" "0" "0" "0" "0" "0" "0" "576000" "0" "0" "0" "576000" "0" "576000" "576000"
="060269" "富采元大17購04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "575000" "0" "0" "0" "719000" "144000" "575000" "575000"
="00669R" "國泰美國道瓊反1 " "542000" "0" "542000" "0" "0" "0" "0" "0" "0" "30469" "0" "0" "0" "2785000" "2754531" "30469" "572469"
="039079" "欣興元大14購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "570000" "0" "0" "0" "612000" "42000" "570000" "570000"
"3515" "華擎            " "1294000" "663000" "631000" "0" "0" "0" "0" "100000" "-100000" "36956" "5162" "19" "5143" "49000" "17187" "31813" "567956"
"3041" "揚智            " "1447000" "882277" "564723" "0" "0" "0" "2000" "0" "2000" "-323" "4000" "4323" "-323" "0" "0" "0" "566400"
="063972" "美時群益18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "565000" "0" "0" "0" "575000" "10000" "565000" "565000"
="043494" "聯發科國泰14購04" "0" "0" "0" "0" "0" "0" "0" "0" "0" "562000" "0" "0" "0" "1640000" "1078000" "562000" "562000"
="061957" "欣興元大17購17  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "559000" "0" "0" "0" "616000" "57000" "559000" "559000"
="03774P" "聯發科凱基18售08" "0" "0" "0" "0" "0" "0" "0" "0" "0" "557000" "0" "0" "0" "559000" "2000" "557000" "557000"
"2358" "廷鑫            " "5700000" "5143000" "557000" "0" "0" "0" "0" "0" "0" "-531" "246" "777" "-531" "0" "0" "0" "556469"
="04089P" "台積電國泰1A售01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "554000" "0" "0" "0" "570000" "16000" "554000" "554000"
="041913" "樺漢元富15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "550000" "0" "0" "0" "550000" "0" "550000" "550000"
="049443" "聯陽凱基14購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "550000" "0" "0" "0" "550000" "0" "550000" "550000"
="046792" "新唐群益13購07  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "550000" "0" "0" "0" "550000" "0" "550000" "550000"
="055478" "聯陽元大18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "550000" "0" "0" "0" "743000" "193000" "550000" "550000"
"2007" "燁興            " "1281000" "732000" "549000" "0" "0" "0" "0" "0" "0" "-740" "1200" "1940" "-740" "0" "0" "0" "548260"
="049145" "聯電統一16購05  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "546000" "0" "0" "0" "551000" "5000" "546000" "546000"
="055606" "欣興群益16購05  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "545000" "0" "0" "0" "545000" "0" "545000" "545000"
"4722" "國精化          " "810000" "265000" "545000" "0" "0" "0" "0" "0" "0" "-1000" "0" "1000" "-1000" "0" "0" "0" "544000"
"6139" "亞翔            " "632000" "87000" "545000" "0" "0" "0" "0" "0" "0" "-2000" "0" "2000" "-2000" "0" "0" "0" "543000"
="034241" "大成鋼統一17購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "538000" "0" "0" "0" "801000" "263000" "538000" "538000"
="054708" "東哥群益18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "538000" "0" "0" "0" "638000" "100000" "538000" "538000"
"4961" "天鈺            " "1090100" "849000" "241100" "0" "0" "0" "237000" "0" "237000" "57434" "12343" "2533" "9810" "67624" "20000" "47624" "535534"
="063777" "欣興元大1A購05  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "532000" "0" "0" "0" "534000" "2000" "532000" "532000"
="062185" "華新元大18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "530000" "0" "0" "0" "684000" "154000" "530000" "530000"
="064964" "欣興元大18購19  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "527000" "0" "0" "0" "647000" "120000" "527000" "527000"
"2511" "太子            " "628000" "92000" "536000" "0" "0" "0" "0" "0" "0" "-9000" "1000" "10000" "-9000" "0" "0" "0" "527000"
="060672" "華新凱基18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "527000" "0" "0" "0" "566000" "39000" "527000" "527000"
"2355" "敬鵬            " "1008000" "472000" "536000" "0" "0" "0" "0" "0" "0" "-9946" "18054" "11000" "7054" "2000" "19000" "-17000" "526054"
="061763" "景碩統一18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "524000" "0" "0" "0" "1116000" "592000" "524000" "524000"
="053890" "欣興凱基16購04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "520000" "0" "0" "0" "673000" "153000" "520000" "520000"
="060258" "慧洋元大17購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "518000" "0" "0" "0" "547000" "29000" "518000" "518000"
="00885" "富邦越南        " "846100" "219000" "627100" "0" "0" "0" "0" "0" "0" "-112315" "0" "0" "0" "365407" "477722" "-112315" "514785"
="03714P" "臺股指中信1A售11" "0" "0" "0" "0" "0" "0" "0" "0" "0" "509000" "0" "0" "0" "509000" "0" "509000" "509000"
="038879" "國巨第一17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "508000" "0" "0" "0" "508000" "0" "508000" "508000"
="043749" "T50反1凱基15購04" "0" "0" "0" "0" "0" "0" "0" "0" "0" "506000" "0" "0" "0" "506000" "0" "506000" "506000"
="049140" "南亞統一16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "506000" "0" "0" "0" "640000" "134000" "506000" "506000"
"2484" "希華            " "651000" "147000" "504000" "0" "0" "0" "0" "0" "0" "-1215" "0" "1215" "-1215" "0" "0" "0" "502785"
="054366" "南茂元大16購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "502000" "0" "0" "0" "509000" "7000" "502000" "502000"
="037351" "南茂兆豐13購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "500000" "0" "0" "0" "510000" "10000" "500000" "500000"
="042121" "慧洋國票13購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "500000" "0" "0" "0" "500000" "0" "500000" "500000"
="048687" "和桐凱基14購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "500000" "0" "0" "0" "500000" "0" "500000" "500000"
="042130" "南茂國票13購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "499000" "0" "0" "0" "499000" "0" "499000" "499000"
="038461" "國巨元富14購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "499000" "0" "0" "0" "499000" "0" "499000" "499000"
="040978" "祥碩統一14購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "499000" "0" "0" "0" "499000" "0" "499000" "499000"
="04253P" "宏達電元富22售09" "0" "0" "0" "0" "0" "0" "0" "0" "0" "499000" "0" "0" "0" "499000" "0" "499000" "499000"
="045525" "萬海麥證13購02  " "0" "0" "0" "499000" "0" "499000" "0" "0" "0" "499000" "0" "0" "0" "499000" "0" "499000" "499000"
="049598" "愛普國票14購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "499000" "0" "0" "0" "499000" "0" "499000" "499000"
="049654" "台塑群益14購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "499000" "0" "0" "0" "499000" "0" "499000" "499000"
="051741" "愛普群益15購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "499000" "0" "0" "0" "499000" "0" "499000" "499000"
="055350" "華擎兆豐16購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "499000" "0" "0" "0" "499000" "0" "499000" "499000"
="057445" "鴻海凱基18購06  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "499000" "0" "0" "0" "499000" "0" "499000" "499000"
="08710P" "南電國票15售01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "498000" "0" "0" "0" "503000" "5000" "498000" "498000"
="049875" "台積電元大14購30" "0" "0" "0" "0" "0" "0" "0" "0" "0" "498000" "0" "0" "0" "543000" "45000" "498000" "498000"
="045115" "亞聚元大13購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "498000" "0" "0" "0" "498000" "0" "498000" "498000"
"5258" "虹堡            " "873000" "375000" "498000" "0" "0" "0" "0" "0" "0" "-55" "945" "1000" "-55" "0" "0" "0" "497945"
="056224" "富邦金國票18購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "497000" "0" "0" "0" "616000" "119000" "497000" "497000"
="050026" "晶豪科元大16購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "496000" "0" "0" "0" "603000" "107000" "496000" "496000"
="058074" "南電元富17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "496000" "0" "0" "0" "501000" "5000" "496000" "496000"
="056672" "中信金國泰18購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "495000" "0" "0" "0" "614000" "119000" "495000" "495000"
="061412" "慧洋凱基17購03  " "10000" "0" "10000" "0" "0" "0" "0" "0" "0" "482000" "0" "0" "0" "508000" "26000" "482000" "492000"
="044300" "神基永豐13購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "490000" "0" "0" "0" "490000" "0" "490000" "490000"
="052240" "華擎中信15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "490000" "0" "0" "0" "490000" "0" "490000" "490000"
="049882" "偉詮電元大16購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "487000" "0" "0" "0" "642000" "155000" "487000" "487000"
"9919" "康那香          " "656000" "170000" "486000" "0" "0" "0" "1000" "0" "1000" "0" "0" "0" "0" "0" "0" "0" "487000"
"3033" "威健            " "1050000" "546000" "504000" "0" "0" "0" "0" "0" "0" "-18421" "0" "18000" "-18000" "6011" "6432" "-421" "485579"
="059016" "正文富邦19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "485000" "0" "0" "0" "550000" "65000" "485000" "485000"
"3051" "力特            " "842000" "358000" "484000" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "484000"
="044264" "道瓊反凱基15購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "483000" "0" "0" "0" "483000" "0" "483000" "483000"
="03777P" "玉晶光元大19售02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "483000" "0" "0" "0" "503000" "20000" "483000" "483000"
="045524" "萬海麥證13購01  " "0" "0" "0" "480000" "0" "480000" "0" "0" "0" "480000" "0" "0" "0" "480000" "0" "480000" "480000"
="03303P" "台積電國泰18售01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "479000" "0" "0" "0" "639000" "160000" "479000" "479000"
="044684" "欣興元富19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "479000" "0" "0" "0" "481000" "2000" "479000" "479000"
="08246P" "台灣50國泰16售01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "478000" "0" "0" "0" "1940000" "1462000" "478000" "478000"
"2462" "良得電          " "769000" "292000" "477000" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "477000"
="062633" "景碩群益18購04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "476000" "0" "0" "0" "570000" "94000" "476000" "476000"
="056209" "道瓊銀國票16購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "475000" "0" "0" "0" "555000" "80000" "475000" "475000"
="03984P" "台灣50群益17售09" "0" "0" "0" "0" "0" "0" "0" "0" "0" "474000" "0" "0" "0" "636000" "162000" "474000" "474000"
="00635U" "期元大S&P黃金   " "232000" "127000" "105000" "0" "0" "0" "0" "0" "0" "368637" "0" "0" "0" "888000" "519363" "368637" "473637"
="060718" "彩晶群益17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "471000" "0" "0" "0" "750000" "279000" "471000" "471000"
"2497" "怡利電          " "533000" "93000" "440000" "0" "0" "0" "0" "0" "0" "30000" "30000" "0" "30000" "0" "0" "0" "470000"
="060963" "萬海群益19購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "466000" "0" "0" "0" "466000" "0" "466000" "466000"
="040933" "臺指反元大15購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "465000" "0" "0" "0" "465000" "0" "465000" "465000"
="062759" "亞聚凱基18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "465000" "0" "0" "0" "510000" "45000" "465000" "465000"
="050017" "聯發科元大1A購02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "460000" "0" "0" "0" "493000" "33000" "460000" "460000"
="044470" "景碩元大17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "460000" "0" "0" "0" "480000" "20000" "460000" "460000"
="054299" "臺指反群益18購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "460000" "0" "0" "0" "460000" "0" "460000" "460000"
="057354" "樺漢元大19購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "460000" "0" "0" "0" "1209000" "749000" "460000" "460000"
="03202P" "惠特元大15售05  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "459000" "0" "0" "0" "556000" "97000" "459000" "459000"
="055926" "臺股指元大16購19" "0" "0" "0" "0" "0" "0" "0" "0" "0" "459000" "0" "0" "0" "494000" "35000" "459000" "459000"
"3003" "健和興          " "558000" "176000" "382000" "0" "0" "0" "42000" "0" "42000" "34804" "5435" "51571" "-46136" "81000" "60" "80940" "458804"
="052307" "陽明凱基18購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "458000" "0" "0" "0" "776000" "318000" "458000" "458000"
="053067" "開發金元大17購03" "0" "0" "0" "0" "0" "0" "0" "0" "0" "457000" "0" "0" "0" "598000" "141000" "457000" "457000"
"2032" "新鋼            " "876000" "423000" "453000" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "453000"
="056235" "美時康和17購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "453000" "0" "0" "0" "711000" "258000" "453000" "453000"
="03825P" "臺股指國票17售12" "0" "0" "0" "0" "0" "0" "0" "0" "0" "452000" "0" "0" "0" "462000" "10000" "452000" "452000"
="050847" "T50反1中信18購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "452000" "0" "0" "0" "571000" "119000" "452000" "452000"
="047335" "天鈺元大16購02  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "450000" "0" "0" "0" "460000" "10000" "450000" "450000"
="00654R" "富邦印度反1     " "21000" "0" "21000" "0" "0" "0" "0" "0" "0" "428000" "0" "0" "0" "711000" "283000" "428000" "449000"
"2314" "台揚            " "740181" "293000" "447181" "0" "0" "0" "0" "0" "0" "-1292" "0" "0" "0" "6345" "7637" "-1292" "445889"
="046879" "晶華永豐13購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "441000" "0" "0" "0" "572000" "131000" "441000" "441000"
="049374" "東鹼元大14購01  " "0" "6000" "-6000" "0" "0" "0" "0" "0" "0" "444000" "0" "0" "0" "513000" "69000" "444000" "438000"
="04003P" "華晶科國票18售01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "436000" "0" "0" "0" "437000" "1000" "436000" "436000"
="046416" "世芯永豐13購07  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "432000" "0" "0" "0" "582000" "150000" "432000" "432000"
="03124P" "長榮航元富15售02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "424000" "0" "0" "0" "463000" "39000" "424000" "424000"
="055901" "玉晶光元大1A購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "424000" "0" "0" "0" "524000" "100000" "424000" "424000"
="060804" "中鴻元大17購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "421000" "0" "0" "0" "833000" "412000" "421000" "421000"
="040472" "聯陽國泰13購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "420000" "0" "0" "0" "420000" "0" "420000" "420000"
="045072" "群創麥證13購01  " "0" "0" "0" "420000" "0" "420000" "0" "0" "0" "420000" "0" "0" "0" "420000" "0" "420000" "420000"
="00682U" "期元大美元指數  " "323000" "20000" "303000" "0" "0" "0" "0" "0" "0" "115000" "0" "0" "0" "128000" "13000" "115000" "418000"
="054234" "台積電元大16購10" "0" "0" "0" "0" "0" "0" "0" "0" "0" "417000" "0" "0" "0" "642000" "225000" "417000" "417000"
="03881P" "晶心科元大17售06" "0" "0" "0" "0" "0" "0" "0" "0" "0" "415000" "0" "0" "0" "470000" "55000" "415000" "415000"
="055164" "美時麥證16購01  " "0" "0" "0" "437000" "23000" "414000" "0" "0" "0" "414000" "0" "0" "0" "437000" "23000" "414000" "414000"
="048045" "南茂國票15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "413000" "0" "0" "0" "512000" "99000" "413000" "413000"
"4919" "新唐            " "2172000" "1791000" "381000" "0" "0" "0" "36000" "0" "36000" "-6095" "14157" "13752" "405" "41000" "47500" "-6500" "410905"
="030129" "聯發科凱基14購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "410000" "0" "0" "0" "431000" "21000" "410000" "410000"
="045548" "萬海群益15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "410000" "0" "0" "0" "420000" "10000" "410000" "410000"
="061416" "景碩凱基18購04  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "410000" "0" "0" "0" "449000" "39000" "410000" "410000"
="049009" "廣宇統一15購01  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "409000" "0" "0" "0" "409000" "0" "409000" "409000"
="047532" "臺股指元大15購09" "0" "0" "0" "0" "0" "0" "0" "0" "0" "409000" "0" "0" "0" "437000" "28000" "409000" "409000"
="051793" "智易元大15購03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "408000" "0" "0" "0" "413000" "5000" "408000" "408000"
="046252" "T50反1中信14購01" "0" "0" "0" "0" "0" "0" "0" "0" "0" "406000" "0" "0" "0" "705000" "299000" "406000" "406000"
="03839P" "鴻海群益17售07  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "403000" "0" "0" "0" "1103000" "700000" "403000" "403000"
="03102P" "陽明凱基16售03  " "0" "0" "0" "0" "0" "0" "0" "0" "0" "403000" "0" "0" "0" "403000" "0" "403000" "403000"
